Program "PAW_quantitative_report.py" run on Tue Aug 30 08:10:49 2016

	=SUBTOTAL(109,B5:B6278)														Total	Total	Total	Total	Total	Total	Total	Total	Total	Total	Unique	Unique	Unique	Unique	Unique	Unique	Unique	Unique	Unique	Unique	Corrected	Corrected	Corrected	Corrected	Corrected	Corrected	Corrected	Corrected	Corrected	Corrected
6413	1	sp|Q9Y5J9|TIM8B_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/TIM8B_HUMAN", "TIM8B_HUMAN")		44.6	83	9343	Mitochondrial import inner membrane translocase subunit Tim8 B OS=Homo sapiens GN=TIMM8B PE=1 SV=1	10	10	1.000	1	3	0	0	3	0	1	0	0	2	1	3	0	0	3	0	1	0	0	2	1.000	3.000	0.000	0.000	3.000	0.000	1.000	0.000	0.000	2.000
6414	1	sp|Q9Y5K5|UCHL5_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/UCHL5_HUMAN", "UCHL5_HUMAN")		41.3	329	37606	Ubiquitin carboxyl-terminal hydrolase isozyme L5 OS=Homo sapiens GN=UCHL5 PE=1 SV=3	104	104	1.000	6	8	16	13	13	3	10	7	15	13	6	8	16	13	13	3	10	7	15	13	6.000	8.000	16.000	13.000	13.000	3.000	10.000	7.000	15.000	13.000
6415	1	sp|Q9Y5K6|CD2AP_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/CD2AP_HUMAN", "CD2AP_HUMAN")		72.1	639	71450	CD2-associated protein OS=Homo sapiens GN=CD2AP PE=1 SV=1	286	286	1.000	13	35	19	20	19	30	39	33	43	35	13	35	19	20	19	30	39	33	43	35	13.000	35.000	19.000	20.000	19.000	30.000	39.000	33.000	43.000	35.000
6416	1	sp|Q9Y5K8|VATD_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/VATD_HUMAN", "VATD_HUMAN")		34.8	247	28262	V-type proton ATPase subunit D OS=Homo sapiens GN=ATP6V1D PE=1 SV=1	34	34	1.000	2	6	4	1	4	2	5	5	4	1	2	6	4	1	4	2	5	5	4	1	2.000	6.000	4.000	1.000	4.000	2.000	5.000	5.000	4.000	1.000
6417	1	sp|Q9Y5L0|TNPO3_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/TNPO3_HUMAN", "TNPO3_HUMAN")		23.6	923	104202	Transportin-3 OS=Homo sapiens GN=TNPO3 PE=1 SV=3	50	50	1.000	5	5	7	7	5	1	1	2	7	10	5	5	7	7	5	1	1	2	7	10	5.000	5.000	7.000	7.000	5.000	1.000	1.000	2.000	7.000	10.000
6418	1	sp|Q9Y5L4|TIM13_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/TIM13_HUMAN", "TIM13_HUMAN")		62.1	95	10500	Mitochondrial import inner membrane translocase subunit Tim13 OS=Homo sapiens GN=TIMM13 PE=1 SV=1	70	70	1.000	7	14	10	6	6	5	5	6	7	4	7	14	10	6	6	5	5	6	7	4	7.000	14.000	10.000	6.000	6.000	5.000	5.000	6.000	7.000	4.000
6419	1	sp|Q9Y5M8|SRPRB_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/SRPRB_HUMAN", "SRPRB_HUMAN")		53.9	271	29702	Signal recognition particle receptor subunit beta OS=Homo sapiens GN=SRPRB PE=1 SV=3	142	142	1.000	8	19	16	8	17	14	18	14	11	17	8	19	16	8	17	14	18	14	11	17	8.000	19.000	16.000	8.000	17.000	14.000	18.000	14.000	11.000	17.000
6420	1	sp|Q9Y5P3|RAI2_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/RAI2_HUMAN", "RAI2_HUMAN")		7.0	530	57180	Retinoic acid-induced protein 2 OS=Homo sapiens GN=RAI2 PE=1 SV=2	2	2	1.000	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000
6421	1	sp|Q9Y5P4|C43BP_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/C43BP_HUMAN", "C43BP_HUMAN")		25.0	624	70834	Collagen type IV alpha-3-binding protein OS=Homo sapiens GN=COL4A3BP PE=1 SV=1	42	42	1.000	2	5	4	1	14	3	1	4	2	6	2	5	4	1	14	3	1	4	2	6	2.000	5.000	4.000	1.000	14.000	3.000	1.000	4.000	2.000	6.000
6422	1	sp|Q9Y5P6|GMPPB_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/GMPPB_HUMAN", "GMPPB_HUMAN")		50.6	360	39834	Mannose-1-phosphate guanyltransferase beta OS=Homo sapiens GN=GMPPB PE=1 SV=2	203	203	1.000	24	22	19	17	19	14	25	20	23	20	24	22	19	17	19	14	25	20	23	20	24.000	22.000	19.000	17.000	19.000	14.000	25.000	20.000	23.000	20.000
6423	1	sp|Q9Y5Q0|FADS3_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/FADS3_HUMAN", "FADS3_HUMAN")		13.0	445	51144	Fatty acid desaturase 3 OS=Homo sapiens GN=FADS3 PE=2 SV=1	15	15	1.000	4	0	1	0	3	1	1	1	1	3	4	0	1	0	3	1	1	1	1	3	4.000	0.000	1.000	0.000	3.000	1.000	1.000	1.000	1.000	3.000
6424	1	sp|Q9Y5Q8|TF3C5_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/TF3C5_HUMAN", "TF3C5_HUMAN")		14.3	519	59570	General transcription factor 3C polypeptide 5 OS=Homo sapiens GN=GTF3C5 PE=1 SV=2	17	17	1.000	0	4	2	1	4	2	1	1	0	2	0	4	2	1	4	2	1	1	0	2	0.000	4.000	2.000	1.000	4.000	2.000	1.000	1.000	0.000	2.000
6425	1	sp|Q9Y5Q9|TF3C3_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/TF3C3_HUMAN", "TF3C3_HUMAN")		10.5	886	101271	General transcription factor 3C polypeptide 3 OS=Homo sapiens GN=GTF3C3 PE=1 SV=1	11	11	1.000	0	1	1	2	1	0	2	1	3	0	0	1	1	2	1	0	2	1	3	0	0.000	1.000	1.000	2.000	1.000	0.000	2.000	1.000	3.000	0.000
6426	1	sp|Q9Y5R8|TPPC1_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/TPPC1_HUMAN", "TPPC1_HUMAN")		27.6	145	16831	Trafficking protein particle complex subunit 1 OS=Homo sapiens GN=TRAPPC1 PE=1 SV=1	7	7	1.000	3	0	1	0	0	0	1	2	0	0	3	0	1	0	0	0	1	2	0	0	3.000	0.000	1.000	0.000	0.000	0.000	1.000	2.000	0.000	0.000
6427	1	sp|Q9Y5S1|TRPV2_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/TRPV2_HUMAN", "TRPV2_HUMAN")		22.4	764	85980	Transient receptor potential cation channel subfamily V member 2 OS=Homo sapiens GN=TRPV2 PE=1 SV=1	72	72	1.000	1	6	8	3	16	2	13	10	1	12	1	6	8	3	16	2	13	10	1	12	1.000	6.000	8.000	3.000	16.000	2.000	13.000	10.000	1.000	12.000
6428	1	sp|Q9Y5S2|MRCKB_HUMAN	 	 	sp|Q5VT25|MRCKA_HUMAN, sp|Q9Y5S2|MRCKB_HUMAN	=HYPERLINK("http://www.uniprot.org/uniprot/MRCKB_HUMAN", "MRCKB_HUMAN")		37.8	1711	194313	Serine/threonine-protein kinase MRCK beta OS=Homo sapiens GN=CDC42BPB PE=1 SV=2	336	294	0.875	26	29	45	31	47	28	31	28	42	29	19	24	41	31	42	23	22	23	41	28	24.783	28.000	44.489	31.000	46.667	27.423	29.071	26.485	41.820	28.903
6429	1	sp|Q9Y5S9|RBM8A_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/RBM8A_HUMAN", "RBM8A_HUMAN")		48.9	174	19889	RNA-binding protein 8A OS=Homo sapiens GN=RBM8A PE=1 SV=1	142	142	1.000	4	12	15	25	21	11	9	4	25	16	4	12	15	25	21	11	9	4	25	16	4.000	12.000	15.000	25.000	21.000	11.000	9.000	4.000	25.000	16.000
6430	1	sp|Q9Y5T5|UBP16_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/UBP16_HUMAN", "UBP16_HUMAN")		14.3	823	93569	Ubiquitin carboxyl-terminal hydrolase 16 OS=Homo sapiens GN=USP16 PE=1 SV=1	19	19	1.000	2	5	2	1	1	4	1	1	1	1	2	5	2	1	1	4	1	1	1	1	2.000	5.000	2.000	1.000	1.000	4.000	1.000	1.000	1.000	1.000
6431	1	sp|Q9Y5U2|TSSC4_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/TSSC4_HUMAN", "TSSC4_HUMAN")		12.2	329	34325	Protein TSSC4 OS=Homo sapiens GN=TSSC4 PE=1 SV=3	15	15	1.000	0	3	3	2	1	1	1	2	1	1	0	3	3	2	1	1	1	2	1	1	0.000	3.000	3.000	2.000	1.000	1.000	1.000	2.000	1.000	1.000
6432	1	sp|Q9Y5V0|ZN706_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/ZN706_HUMAN", "ZN706_HUMAN")		30.3	76	8498	Zinc finger protein 706 OS=Homo sapiens GN=ZNF706 PE=1 SV=1	12	12	1.000	2	4	1	0	2	1	0	2	0	0	2	4	1	0	2	1	0	2	0	0	2.000	4.000	1.000	0.000	2.000	1.000	0.000	2.000	0.000	0.000
6433	1	sp|Q9Y5V3|MAGD1_HUMAN	 	 	sp|Q9UNF1|MAGD2_HUMAN, sp|Q9Y5V3|MAGD1_HUMAN	=HYPERLINK("http://www.uniprot.org/uniprot/MAGD1_HUMAN", "MAGD1_HUMAN")		13.6	778	86160	Melanoma-associated antigen D1 OS=Homo sapiens GN=MAGED1 PE=1 SV=3	14	11	0.786	0	2	1	0	2	1	1	1	3	3	0	2	1	0	0	1	1	1	3	2	0.000	2.000	1.000	0.000	0.000	1.000	1.000	1.000	3.000	2.143
6434	1	sp|Q9Y5X1|SNX9_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/SNX9_HUMAN", "SNX9_HUMAN")		60.0	595	66591	Sorting nexin-9 OS=Homo sapiens GN=SNX9 PE=1 SV=1	152	152	1.000	12	10	17	28	13	17	11	3	30	11	12	10	17	28	13	17	11	3	30	11	12.000	10.000	17.000	28.000	13.000	17.000	11.000	3.000	30.000	11.000
6435	1	sp|Q9Y5X2|SNX8_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/SNX8_HUMAN", "SNX8_HUMAN")		16.8	465	52569	Sorting nexin-8 OS=Homo sapiens GN=SNX8 PE=1 SV=1	17	17	1.000	1	2	1	3	4	1	1	0	1	3	1	2	1	3	4	1	1	0	1	3	1.000	2.000	1.000	3.000	4.000	1.000	1.000	0.000	1.000	3.000
6436	1	sp|Q9Y5X3|SNX5_HUMAN	 	 	sp|Q9UNH7|SNX6_HUMAN, sp|Q9Y5X3|SNX5_HUMAN	=HYPERLINK("http://www.uniprot.org/uniprot/SNX5_HUMAN", "SNX5_HUMAN")		42.1	404	46816	Sorting nexin-5 OS=Homo sapiens GN=SNX5 PE=1 SV=1	47	44	0.936	2	8	2	4	8	3	2	5	9	4	2	8	2	4	6	3	2	5	9	3	2.000	8.000	2.000	4.000	6.364	3.000	2.000	5.000	9.000	3.136
6437	1	sp|Q9Y5X9|LIPE_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/LIPE_HUMAN", "LIPE_HUMAN")		23.8	500	56794	Endothelial lipase OS=Homo sapiens GN=LIPG PE=1 SV=1	23	23	1.000	1	1	0	1	0	2	2	2	8	6	1	1	0	1	0	2	2	2	8	6	1.000	1.000	0.000	1.000	0.000	2.000	2.000	2.000	8.000	6.000
6438	1	sp|Q9Y5Y2|NUBP2_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/NUBP2_HUMAN", "NUBP2_HUMAN")		36.2	271	28825	Cytosolic Fe-S cluster assembly factor NUBP2 OS=Homo sapiens GN=NUBP2 PE=1 SV=1	162	162	1.000	22	26	21	8	12	16	18	21	10	8	22	26	21	8	12	16	18	21	10	8	22.000	26.000	21.000	8.000	12.000	16.000	18.000	21.000	10.000	8.000
6439	1	sp|Q9Y5Z4|HEBP2_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/HEBP2_HUMAN", "HEBP2_HUMAN")		53.7	205	22875	Heme-binding protein 2 OS=Homo sapiens GN=HEBP2 PE=1 SV=1	150	150	1.000	8	12	18	11	20	14	16	17	18	16	8	12	18	11	20	14	16	17	18	16	8.000	12.000	18.000	11.000	20.000	14.000	16.000	17.000	18.000	16.000
6440	1	sp|Q9Y5Z7|HCFC2_HUMAN	 	 	sp|P51610|HCFC1_HUMAN, sp|Q9Y5Z7|HCFC2_HUMAN	=HYPERLINK("http://www.uniprot.org/uniprot/HCFC2_HUMAN", "HCFC2_HUMAN")		10.2	792	86778	Host cell factor 2 OS=Homo sapiens GN=HCFC2 PE=1 SV=1	6	4	0.667	0	2	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	0	1	1	0.000	1.027	0.000	1.000	0.000	0.000	0.000	0.000	1.000	1.000
6441	1	sp|Q9Y605|MOFA1_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/MOFA1_HUMAN", "MOFA1_HUMAN")		26.8	127	14649	MORF4 family-associated protein 1 OS=Homo sapiens GN=MRFAP1 PE=1 SV=1	28	28	1.000	3	6	2	4	1	4	3	2	1	2	3	6	2	4	1	4	3	2	1	2	3.000	6.000	2.000	4.000	1.000	4.000	3.000	2.000	1.000	2.000
6442	1	sp|Q9Y606|TRUA_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/TRUA_HUMAN", "TRUA_HUMAN")		28.8	427	47470	tRNA pseudouridine synthase A, mitochondrial OS=Homo sapiens GN=PUS1 PE=1 SV=3	25	25	1.000	3	3	7	0	3	0	2	4	3	0	3	3	7	0	3	0	2	4	3	0	3.000	3.000	7.000	0.000	3.000	0.000	2.000	4.000	3.000	0.000
6443	1	sp|Q9Y608|LRRF2_HUMAN	 	 	sp|Q32MZ4|LRRF1_HUMAN, sp|Q9Y608|LRRF2_HUMAN	=HYPERLINK("http://www.uniprot.org/uniprot/LRRF2_HUMAN", "LRRF2_HUMAN")		19.1	721	82170	Leucine-rich repeat flightless-interacting protein 2 OS=Homo sapiens GN=LRRFIP2 PE=1 SV=1	87	68	0.782	6	7	17	6	9	7	7	7	8	13	5	7	13	3	6	7	6	7	5	9	5.161	7.000	13.867	3.273	6.340	7.000	6.240	7.000	5.333	9.766
6444	1	sp|Q9Y613|FHOD1_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/FHOD1_HUMAN", "FHOD1_HUMAN")		33.7	1164	126550	FH1/FH2 domain-containing protein 1 OS=Homo sapiens GN=FHOD1 PE=1 SV=3	163	163	1.000	10	19	21	16	22	9	17	13	28	8	10	19	21	16	22	9	17	13	28	8	10.000	19.000	21.000	16.000	22.000	9.000	17.000	13.000	28.000	8.000
6445	1	sp|Q9Y617|SERC_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/SERC_HUMAN", "SERC_HUMAN")		60.5	370	40422	Phosphoserine aminotransferase OS=Homo sapiens GN=PSAT1 PE=1 SV=2	111	111	1.000	15	16	13	8	14	7	7	12	11	8	15	16	13	8	14	7	7	12	11	8	15.000	16.000	13.000	8.000	14.000	7.000	7.000	12.000	11.000	8.000
6446	1	sp|Q9Y618|NCOR2_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/NCOR2_HUMAN", "NCOR2_HUMAN")		5.9	2525	274801	Nuclear receptor corepressor 2 OS=Homo sapiens GN=NCOR2 PE=1 SV=2	9	9	1.000	0	3	0	1	0	0	0	0	3	2	0	3	0	1	0	0	0	0	3	2	0.000	3.000	0.000	1.000	0.000	0.000	0.000	0.000	3.000	2.000
6447	1	sp|Q9Y620|RA54B_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/RA54B_HUMAN", "RA54B_HUMAN")		5.6	910	102965	DNA repair and recombination protein RAD54B OS=Homo sapiens GN=RAD54B PE=1 SV=1	5	5	1.000	0	2	1	0	0	1	0	1	0	0	0	2	1	0	0	1	0	1	0	0	0.000	2.000	1.000	0.000	0.000	1.000	0.000	1.000	0.000	0.000
6448	1	sp|Q9Y623|MYH4_HUMAN	 	 	sp|A7E2Y1|MYH7B_HUMAN, sp|P11055|MYH3_HUMAN, sp|P12882|MYH1_HUMAN, sp|P12883|MYH7_HUMAN, sp|P13533|MYH6_HUMAN, sp|P13535|MYH8_HUMAN, sp|P35579|MYH9_HUMAN, sp|P35580|MYH10_HUMAN, sp|P35749|MYH11_HUMAN, sp|Q7Z406|MYH14_HUMAN, sp|Q9UKX2|MYH2_HUMAN, sp|Q9UKX3|MYH13_HUMAN, sp|Q9Y623|MYH4_HUMAN	=HYPERLINK("http://www.uniprot.org/uniprot/MYH4_HUMAN", "MYH4_HUMAN")		1.8	1939	223069	Myosin-4 OS=Homo sapiens GN=MYH4 PE=1 SV=2	59	5	0.085	7	6	5	3	5	5	10	6	5	7	2	1	0	0	0	0	1	0	0	1	2.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	1.000
6449	1	sp|Q9Y624|JAM1_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/JAM1_HUMAN", "JAM1_HUMAN")		53.5	299	32583	Junctional adhesion molecule A OS=Homo sapiens GN=F11R PE=1 SV=1	290	290	1.000	24	26	35	18	33	21	35	45	33	20	24	26	35	18	33	21	35	45	33	20	24.000	26.000	35.000	18.000	33.000	21.000	35.000	45.000	33.000	20.000
6450	1	sp|Q9Y639|NPTN_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/NPTN_HUMAN", "NPTN_HUMAN")		25.6	398	44387	Neuroplastin OS=Homo sapiens GN=NPTN PE=1 SV=2	37	37	1.000	2	4	2	4	1	2	5	2	9	6	2	4	2	4	1	2	5	2	9	6	2.000	4.000	2.000	4.000	1.000	2.000	5.000	2.000	9.000	6.000
6451	1	sp|Q9Y653|GPR56_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/GPR56_HUMAN", "GPR56_HUMAN")		11.0	693	77737	G-protein coupled receptor 56 OS=Homo sapiens GN=GPR56 PE=1 SV=2	10	10	1.000	0	1	3	0	1	0	3	0	1	1	0	1	3	0	1	0	3	0	1	1	0.000	1.000	3.000	0.000	1.000	0.000	3.000	0.000	1.000	1.000
6452	1	sp|Q9Y657|SPIN1_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/SPIN1_HUMAN", "SPIN1_HUMAN")		26.3	262	29600	Spindlin-1 OS=Homo sapiens GN=SPIN1 PE=1 SV=3	14	8	0.571	4	2	3	1	3	0	0	1	0	0	3	0	1	1	3	0	0	0	0	0	4.000	1.000	3.000	1.000	3.000	0.000	0.000	0.500	0.000	0.000
6453	1	sp|Q9Y666|S12A7_HUMAN	 	 	REV_Q9Y6V0, sp|Q9UP95|S12A4_HUMAN, sp|Q9Y666|S12A7_HUMAN	=HYPERLINK("http://www.uniprot.org/uniprot/S12A7_HUMAN", "S12A7_HUMAN")		9.7	1083	119105	Solute carrier family 12 member 7 OS=Homo sapiens GN=SLC12A7 PE=1 SV=3	31	14	0.452	2	2	4	4	4	2	1	2	6	4	0	0	3	2	3	0	1	1	3	1	0.000	0.333	3.750	4.000	4.000	0.000	1.000	1.200	4.800	2.000
6454	1	sp|Q9Y673|ALG5_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/ALG5_HUMAN", "ALG5_HUMAN")		26.2	324	36946	Dolichyl-phosphate beta-glucosyltransferase OS=Homo sapiens GN=ALG5 PE=1 SV=1	21	21	1.000	5	3	2	0	1	3	4	1	1	1	5	3	2	0	1	3	4	1	1	1	5.000	3.000	2.000	0.000	1.000	3.000	4.000	1.000	1.000	1.000
6455	1	sp|Q9Y676|RT18B_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/RT18B_HUMAN", "RT18B_HUMAN")		53.5	258	29395	28S ribosomal protein S18b, mitochondrial OS=Homo sapiens GN=MRPS18B PE=1 SV=1	76	76	1.000	7	9	9	11	11	5	2	2	10	10	7	9	9	11	11	5	2	2	10	10	7.000	9.000	9.000	11.000	11.000	5.000	2.000	2.000	10.000	10.000
6456	1	sp|Q9Y678|COPG1_HUMAN	 	 	sp|Q9UBF2|COPG2_HUMAN, sp|Q9Y678|COPG1_HUMAN	=HYPERLINK("http://www.uniprot.org/uniprot/COPG1_HUMAN", "COPG1_HUMAN")		71.5	874	97717	Coatomer subunit gamma-1 OS=Homo sapiens GN=COPG1 PE=1 SV=1	989	886	0.896	86	96	128	66	87	76	106	113	145	86	81	82	106	62	79	71	96	104	127	78	85.355	94.478	125.597	65.397	85.870	75.494	105.057	111.932	142.766	85.429
6457	1	sp|Q9Y679|AUP1_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/AUP1_HUMAN", "AUP1_HUMAN")		19.7	476	53028	Ancient ubiquitous protein 1 OS=Homo sapiens GN=AUP1 PE=1 SV=1	13	13	1.000	2	2	2	1	0	2	4	0	0	0	2	2	2	1	0	2	4	0	0	0	2.000	2.000	2.000	1.000	0.000	2.000	4.000	0.000	0.000	0.000
6458	1	sp|Q9Y680|FKBP7_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/FKBP7_HUMAN", "FKBP7_HUMAN")		33.2	259	30009	Peptidyl-prolyl cis-trans isomerase FKBP7 OS=Homo sapiens GN=FKBP7 PE=1 SV=1	43	43	1.000	4	2	14	4	2	1	2	3	6	5	4	2	14	4	2	1	2	3	6	5	4.000	2.000	14.000	4.000	2.000	1.000	2.000	3.000	6.000	5.000
6459	1	sp|Q9Y696|CLIC4_HUMAN	 	 	sp|O15247|CLIC2_HUMAN, sp|Q96NY7|CLIC6_HUMAN, sp|Q9Y696|CLIC4_HUMAN	=HYPERLINK("http://www.uniprot.org/uniprot/CLIC4_HUMAN", "CLIC4_HUMAN")		92.5	253	28772	Chloride intracellular channel protein 4 OS=Homo sapiens GN=CLIC4 PE=1 SV=4	1714	1713	0.999	109	180	165	215	202	142	217	129	196	159	109	180	165	215	201	142	217	129	196	159	109.000	180.000	165.000	215.000	201.962	142.000	217.000	129.000	196.000	159.000
6460	1	sp|Q9Y697|NFS1_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/NFS1_HUMAN", "NFS1_HUMAN")		24.3	457	50195	Cysteine desulfurase, mitochondrial OS=Homo sapiens GN=NFS1 PE=1 SV=3	25	25	1.000	1	4	6	2	5	3	1	1	2	0	1	4	6	2	5	3	1	1	2	0	1.000	4.000	6.000	2.000	5.000	3.000	1.000	1.000	2.000	0.000
6461	1	sp|Q9Y6A5|TACC3_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/TACC3_HUMAN", "TACC3_HUMAN")		7.3	838	90359	Transforming acidic coiled-coil-containing protein 3 OS=Homo sapiens GN=TACC3 PE=1 SV=1	10	10	1.000	1	5	2	1	0	0	1	0	0	0	1	5	2	1	0	0	1	0	0	0	1.000	5.000	2.000	1.000	0.000	0.000	1.000	0.000	0.000	0.000
6462	1	sp|Q9Y6A9|SPCS1_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/SPCS1_HUMAN", "SPCS1_HUMAN")		34.3	102	11805	Signal peptidase complex subunit 1 OS=Homo sapiens GN=SPCS1 PE=1 SV=4	20	20	1.000	1	0	3	2	2	1	0	3	7	1	1	0	3	2	2	1	0	3	7	1	1.000	0.000	3.000	2.000	2.000	1.000	0.000	3.000	7.000	1.000
6463	1	sp|Q9Y6B6|SAR1B_HUMAN	 	 	sp|Q9NR31|SAR1A_HUMAN, sp|Q9Y6B6|SAR1B_HUMAN	=HYPERLINK("http://www.uniprot.org/uniprot/SAR1B_HUMAN", "SAR1B_HUMAN")		35.4	198	22410	GTP-binding protein SAR1b OS=Homo sapiens GN=SAR1B PE=1 SV=1	44	22	0.500	3	0	9	9	6	0	2	2	8	5	2	0	8	3	2	0	1	0	3	3	2.222	0.000	8.615	9.000	2.667	0.000	1.250	0.000	4.875	4.000
6464	1	sp|Q9Y6C2|EMIL1_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/EMIL1_HUMAN", "EMIL1_HUMAN")		5.7	1016	106666	EMILIN-1 OS=Homo sapiens GN=EMILIN1 PE=1 SV=2	5	5	1.000	3	1	0	1	0	0	0	0	0	0	3	1	0	1	0	0	0	0	0	0	3.000	1.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000
6465	1	sp|Q9Y6C9|MTCH2_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/MTCH2_HUMAN", "MTCH2_HUMAN")		43.9	303	33331	Mitochondrial carrier homolog 2 OS=Homo sapiens GN=MTCH2 PE=1 SV=1	196	196	1.000	11	17	23	19	29	7	24	24	20	22	11	17	23	19	29	7	24	24	20	22	11.000	17.000	23.000	19.000	29.000	7.000	24.000	24.000	20.000	22.000
6466	1	sp|Q9Y6D5|BIG2_HUMAN	 	 	sp|Q9Y6D5|BIG2_HUMAN, sp|Q9Y6D6|BIG1_HUMAN	=HYPERLINK("http://www.uniprot.org/uniprot/BIG2_HUMAN", "BIG2_HUMAN")		14.0	1785	202036	Brefeldin A-inhibited guanine nucleotide-exchange protein 2 OS=Homo sapiens GN=ARFGEF2 PE=1 SV=3	41	27	0.659	4	1	8	3	5	2	1	6	6	5	1	1	6	1	3	2	1	5	4	3	1.600	1.000	6.800	1.500	3.429	2.000	1.000	5.556	4.571	3.750
6467	1	sp|Q9Y6D6|BIG1_HUMAN	 	 	sp|Q9Y6D5|BIG2_HUMAN, sp|Q9Y6D6|BIG1_HUMAN	=HYPERLINK("http://www.uniprot.org/uniprot/BIG1_HUMAN", "BIG1_HUMAN")		18.3	1849	208765	Brefeldin A-inhibited guanine nucleotide-exchange protein 1 OS=Homo sapiens GN=ARFGEF1 PE=1 SV=2	72	58	0.806	7	4	11	5	13	3	5	5	12	7	4	4	9	3	11	3	5	4	10	5	6.400	4.000	10.200	4.500	12.571	3.000	5.000	4.444	11.429	6.250
6468	1	sp|Q9Y6D9|MD1L1_HUMAN	 	 	 	=HYPERLINK("http://www.uniprot.org/uniprot/MD1L1_HUMAN", "MD1L1_HUMAN")		17.7	718	83066	Mitotic spindle assembly checkpoint protein MAD1 OS=Homo sapiens GN=MAD1L1 PE=1 SV=2	42	42	1.000	7	9	9	1	2	3	1	6	3	1	7	9	9	1	2	3	1	6	3	1	7.000	9.000	9.000	1.000	2.000	3.000	1.000	6.000	3.000	1.000
6469	1	sp|Q9Y6E0|STK24_HUMAN	 	 	sp|O00506|STK25_HUMAN, sp|Q9P289|STK26_HUMAN, sp|Q9Y6E0|STK24_HUMAN	=HYPERLINK("http://www.uniprot.org/uniprot/STK24_HUMAN", "STK24_HUMAN")		45.1	443	49307	Serine/threonine-protein kinase 24 OS=Homo sapiens GN=STK24 PE=1 SV=1	149	63	0.423	14	25	13	17	12	11	19	14	16	8	7	7	6	7	5	3	9	5	10	4	14.000	21.100	11.250	17.000	10.571	7.500	17.182	14.000	14.675	8.000
